0.00020 ,-0.00040 
0.00030 ,-0.00020 
0.00040 ,-0.00020 
0.00000 ,-0.00050 
-0.00010 ,-0.00030 
0.00010 ,-0.00040 
0.00000 ,-0.00010 
0.00000 ,-0.00050 
0.00010 ,-0.00050 
0.00040 ,-0.00080 
0.00040 ,-0.00080 
0.00050 ,-0.00060 
0.00070 ,-0.00060 
0.00070 ,-0.00030 
0.00100 ,-0.00040 
0.00090 ,-0.00010 
0.00090 ,-0.00030 
0.00110 ,0.00020 
0.00110 ,0.00030 
0.00110 ,0.00050 
0.00110 ,0.00090 
0.00110 ,0.00080 
0.00090 ,0.00090 
0.00100 ,0.00120 
0.00060 ,0.00050 
0.00060 ,0.00000 
-0.00030 ,-0.00060 
-0.00030 ,-0.00030 
0.00010 ,-0.00050 
-0.00010 ,0.00000 
-0.00010 ,-0.00060 
0.00000 ,-0.00060 
0.00040 ,-0.00080 
0.00040 ,-0.00080 
0.00050 ,-0.00060 
0.00070 ,-0.00060 
0.00070 ,-0.00030 
0.00100 ,-0.00040 
0.00090 ,-0.00010 
0.00090 ,-0.00030 
0.00110 ,0.00020 
0.00110 ,0.00030 
0.00110 ,0.00050 
0.00110 ,0.00090 
0.00110 ,0.00080 
0.00090 ,0.00090 
0.00100 ,0.00120 
0.00100 ,0.00150 
0.00100 ,0.00150 
0.00120 ,0.00150 
0.00100 ,0.00160 
0.00090 ,0.00190 
0.00090 ,0.00190 
0.00140 ,0.00180 
0.00120 ,0.00190 
0.00120 ,0.00210 
0.00140 ,0.00180 
0.00150 ,0.00190 
0.00190 ,0.00200 
0.00170 ,0.00240 
0.00210 ,0.00240 
0.00190 ,0.00250 
0.00170 ,0.00250 
0.00140 ,0.00270 
0.00170 ,0.00280 
0.00180 ,0.00290 
0.00170 ,0.00310 
0.00140 ,0.00310 
0.00080 ,0.00300 
0.00090 ,0.00290 
0.00040 ,0.00270 
0.00060 ,0.00270 
0.00070 ,0.00280 
0.00050 ,0.00270 
0.00040 ,0.00270 
0.00030 ,0.00270 
0.00020 ,0.00260 
0.00050 ,0.00270 
0.00070 ,0.00280 
0.00060 ,0.00270 
0.00090 ,0.00290 
0.00070 ,0.00280 
0.00070 ,0.00300 
0.00060 ,0.00310 
0.00040 ,0.00300 
0.00040 ,0.00300 
0.00040 ,0.00310 
0.00020 ,0.00310 
0.00010 ,0.00320 
0.00010 ,0.00330 
0.00020 ,0.00340 
0.00010 ,0.00360 
0.00010 ,0.00360 
0.00010 ,0.00380 
0.00010 ,0.00390 
-0.00010 ,0.00400 
-0.00020 ,0.00400 
-0.00050 ,0.00410 
-0.00060 ,0.00420 
-0.00050 ,0.00430 
-0.00100 ,0.00450 
-0.00090 ,0.00450 
-0.00110 ,0.00450 
-0.00110 ,0.00450 
-0.00130 ,0.00470 
-0.00150 ,0.00470 
-0.00140 ,0.00480 
-0.00150 ,0.00490 
-0.00170 ,0.00480 
-0.00180 ,0.00490 
-0.00160 ,0.00480 
-0.00180 ,0.00480 
-0.00190 ,0.00480 
-0.00200 ,0.00480 
-0.00180 ,0.00470 
-0.00170 ,0.00470 
-0.00130 ,0.00480 
-0.00120 ,0.00490 
-0.00150 ,0.00680 
-0.00260 ,0.00820 
-0.00380 ,0.00960 
-0.00480 ,0.01120 
-0.00560 ,0.01300 
-0.00700 ,0.01450 
-0.00820 ,0.01610 
-0.00930 ,0.01820 
-0.01070 ,0.01950 
-0.01180 ,0.02120 
-0.01310 ,0.02200 
-0.01350 ,0.02210 
